term_id,term_str,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max
7922,mariners,2,0,0,marin,marin,marin,NNS
7923,mariti,1,0,0,mariti,mariti,marit,VBP
7924,maritime,3,0,0,maritim,maritim,maritim,JJ
7925,maritus,1,0,0,maritu,maritus,marit,NN
7926,marius,1,0,0,mariu,marius,mari,NNP
7927,mark,11,0,0,mark,mark,mark,NN
7928,marked,11,0,0,mark,mark,mark,VBN
7929,market,1,0,0,market,market,market,NN
7930,marking,1,0,0,mark,mark,mark,VBG
7931,marks,11,0,0,mark,mark,mark,NNS
7932,marmarus,1,0,0,marmaru,marmarus,marmar,NNP
7933,marriage,61,0,0,marriag,marriag,marry,NN
7934,marriageable,2,0,0,marriag,marriag,marry,JJ
7935,marriagefeast,1,0,0,marriagefeast,marriagefeast,marriagefeast,JJ
7936,marriages,1,0,0,marriag,marriag,marry,NNS
7937,married,53,0,0,marri,marri,marry,VBD
7938,marries,2,0,0,marri,marri,marry,NNS
7939,marrow,8,0,0,marrow,marrow,marrow,NN
7940,marry,15,0,0,marri,marri,marry,VB
7941,marrying,7,0,0,marri,marri,marry,VBG
7942,mars,41,0,0,mar,mar,mar,NNP
7943,marsala,1,0,0,marsala,marsala,marsal,NNP
7944,marsh,7,0,0,marsh,marsh,marsh,NN
7945,marsham,1,0,0,marsham,marsham,marsham,NNP
7946,marshes,5,0,0,marsh,marsh,marsh,NNS
7947,marshy,3,0,0,marshi,marshi,marshy,JJ
7948,marsyas,18,0,0,marsya,marsya,marsya,NNP
7949,marte,1,0,0,mart,mart,mart,NNP
7950,martial,1,0,0,martial,martial,mart,NNP
7951,marvellous,6,0,0,marvel,marvel,marvel,JJ
7952,marvels,1,0,0,marvel,marvel,marvel,NNS
7953,mary,2,0,0,mari,mari,mary,NNP
7954,masculine,1,0,0,masculin,masculin,masculin,NN
7955,mashed,1,0,0,mash,mash,mash,VBD
7956,masonry,1,0,0,masonri,masonri,masonry,NN
7957,mass,15,0,0,mass,mass,mass,NN
7958,massive,1,0,0,massiv,massiv,mass,JJ
7959,massiveness,1,0,0,massiv,massiv,mass,NN
7960,mast,8,0,0,mast,mast,mast,NN
7961,master,40,0,0,master,master,mast,NN
7962,masterpiece,1,0,0,masterpiec,masterpiec,masterpiec,NN
7963,masters,4,0,0,master,master,mast,NNS
7964,mastery,1,0,0,masteri,masteri,mastery,NN
7965,mastick,1,0,0,mastick,mastick,mastick,RBS
7966,masttree,1,0,0,masttre,masttre,mast,JJ
7967,matapan,1,0,0,matapan,matapan,matap,NNP
7968,match,4,0,0,match,match,match,NN
7969,matches,1,0,0,match,match,match,NNS
7970,mate,6,0,0,mate,mate,mat,NN
7971,material,2,0,0,materi,materi,mat,NN
7972,materials,6,0,0,materi,materi,mat,NNS
7973,matron,4,0,0,matron,matron,matron,NN
7974,matrons,28,0,0,matron,matron,matron,NNS
7975,matted,1,0,0,mat,mat,mat,VBD
7976,matter,23,0,0,matter,matter,mat,NN
7977,matters,5,0,0,matter,matter,mat,NNS
7978,mattress,1,0,0,mattress,mattress,mattress,NN
7979,mature,2,0,0,matur,matur,mat,NN
7980,maturity,3,0,0,matur,matur,mat,NN
7981,matuta,2,0,0,matuta,matuta,matut,NNP
7982,mauritania,5,0,0,mauritania,mauritania,mauritan,NNP
7983,mauritanian,1,0,0,mauritanian,mauritanian,maurit,JJ
7984,mavors,4,0,0,mavor,mavor,mav,NNS
7985,mavortia,2,0,0,mavortia,mavortia,mavort,NNP
7986,mavortius,1,0,0,mavortiu,mavortius,mavorti,NNP
7987,maw,1,0,0,maw,maw,maw,NN
7988,maxim,1,0,0,maxim,maxim,maxim,NN
7989,maximus,3,0,0,maximu,maximus,maxim,NNP
7990,may,277,0,0,may,may,may,MD
7991,mayst,46,0,0,mayst,mayst,mayst,NN
7992,mazes,1,0,0,maze,maze,maz,NNS
7993,mazy,1,0,0,mazi,mazi,mazy,JJ
7994,me,592,0,1,me,me,me,PRP
7995,mea,2,0,0,mea,mea,mea,NN
7996,meadow,3,0,0,meadow,meadow,meadow,NN
7997,meadows,2,0,0,meadow,meadow,meadow,NNS
7998,meal,4,0,0,meal,meal,meal,NN
7999,meals,1,0,0,meal,meal,meal,NNS
8000,mean,26,0,0,mean,mean,mean,VB
8001,meander,1,0,0,meander,meander,meand,NNP
8002,meaning,30,0,0,mean,mean,mean,NN
8003,meanings,1,0,0,mean,mean,mean,NNS
8004,means,110,0,0,mean,mean,mean,NNS
8005,meant,29,0,0,meant,meant,meant,VBN
8006,meantime,17,0,0,meantim,meantim,meantim,NN
8007,meanwhile,5,0,0,meanwhil,meanwhil,meanwhil,RB
8008,measure,5,0,0,measur,measur,meas,NN
8009,measured,1,0,0,measur,measur,meas,VBN
8010,measurer,1,0,0,measur,measur,meas,NN
8011,measures,4,0,0,measur,measur,meas,NNS
8012,meat,2,0,0,meat,meat,meat,NN
8013,mechanism,1,0,0,mechan,mechan,mech,NN
8014,mecrope,1,0,0,mecrop,mecrop,mecrop,NNP
8015,medea,45,0,0,medea,medea,mede,NNP
8016,mediator,1,0,0,mediat,mediat,medy,NN
8017,medicabilis,1,0,0,medicabili,medicabili,med,NN
8018,medical,1,0,0,medic,medic,med,JJ
8019,medicinal,2,0,0,medicin,medicin,medicin,JJ
8020,medicine,3,0,0,medicin,medicin,medicin,NN
8021,medicines,2,0,0,medicin,medicin,medicin,NNS
8022,meditating,1,0,0,medit,medit,medit,NN
8023,mediterranean,6,0,0,mediterranean,mediterranean,mediter,NNP
8024,medium,1,0,0,medium,medium,med,NN
8025,medon,2,0,0,medon,medon,medon,NNP
8026,medus,1,0,0,medu,medus,med,NNP
8027,medusa,26,0,0,medusa,medusa,medus,NNP
8028,medusæan,1,0,0,medusæan,medusæan,medusæ,NNP
8029,meet,21,0,0,meet,meet,meet,VB
8030,meeting,12,0,0,meet,meet,meet,VBG
8031,meetings,1,0,0,meet,meet,meet,NNS
8032,meets,5,0,0,meet,meet,meet,VBZ
8033,megaletor,1,0,0,megaletor,megaletor,megalet,NNP
8034,megara,10,0,0,megara,megara,megar,NNP
8035,megarean,1,0,0,megarean,megarean,meg,NNP
8036,megareus,3,0,0,megareu,megareus,megare,NNP
8037,megæra,2,0,0,megæra,megæra,megær,NNP
8038,mela,3,0,0,mela,mela,mel,NNP
8039,melampodium,1,0,0,melampodium,melampodium,melampod,NN
8040,melampus,5,0,0,melampu,melampus,melamp,NNP
8041,melancholy,4,0,0,melancholi,melancholi,melancho,JJ
8042,melanchætes,1,0,0,melanchæt,melanchæt,melanchæt,NNS
8043,melaneus,3,0,0,melaneu,melaneus,melane,NNP
8044,melanina,1,0,0,melanina,melanina,melanin,NNP
8045,melanion,3,0,0,melanion,melanion,mel,NNP
8046,melanippe,1,0,0,melanipp,melanipp,melanip,NNP
8047,melantho,2,0,0,melantho,melantho,melantho,NNP
8048,melanthus,1,0,0,melanthu,melanthus,melanth,NNP
8049,melas,1,0,0,mela,mela,mela,NNP
8050,meleager,19,0,0,meleag,meleag,mel,NNP
8051,melibœa,2,0,0,melibœa,melibœa,melibœ,NNP
8052,melicerta,14,0,0,melicerta,melicerta,melicert,NNP
8053,melites,1,0,0,melit,melit,melit,NNP
8054,mellman,1,0,0,mellman,mellman,mellm,NNP
8055,melodious,2,0,0,melodi,melodi,melody,JJ
8056,melody,3,0,0,melodi,melodi,melody,NN
8057,melpomene,1,0,0,melpomen,melpomen,melpom,NNP
8058,melt,1,0,0,melt,melt,melt,VB
8059,melted,7,0,0,melt,melt,melt,VBN
8060,melting,1,0,0,melt,melt,melt,VBG
8061,melts,5,0,0,melt,melt,melt,NNS
8062,member,1,0,0,member,member,memb,NN
8063,members,5,0,0,member,member,memb,NNS
8064,membrane,2,0,0,membran,membran,membr,NN
8065,membrisque,1,0,0,membrisqu,membrisqu,membrisqu,NNP
8066,memnon,7,0,0,memnon,memnon,memnon,NNP
8067,memnonides,2,0,0,memnonid,memnonid,memnonid,NNS
8068,memorable,3,0,0,memor,memor,mem,JJ
8069,memorial,4,0,0,memori,memori,mem,NN
8070,memorials,4,0,0,memori,memori,mem,NNS
8071,memory,10,0,0,memori,memori,mem,NN
8072,men,134,0,0,men,men,men,NNS
8073,menace,1,0,0,menac,menac,menac,VB
8074,menalippa,1,0,0,menalippa,menalippa,menalipp,NNP
8075,mendes,1,0,0,mend,mend,mend,NNP
8076,mendesian,1,0,0,mendesian,mendesian,mendes,NNP
8077,menelaüs,7,0,0,menelaü,menelaü,menelaü,NNP
8078,menephron,1,0,0,menephron,menephron,menephron,NNP
8079,mentally,1,0,0,mental,mental,ment,RB
8080,mentha,1,0,0,mentha,mentha,menth,NNP
8081,mention,34,0,0,mention,mention,ment,NN
8082,mentioned,76,0,0,mention,mention,ment,VBN
8083,mentions,27,0,0,mention,mention,ment,NNS
8084,menœtes,2,0,0,menœt,menœt,menœt,NNP
8085,menœtius,1,0,0,menœtiu,menœtius,menœti,NNP
8086,meo,1,0,0,meo,meo,meo,NN
8087,mera,1,0,0,mera,mera,mer,NNP
8088,merchants,2,0,0,merchant,merchant,merch,NNS
8089,merciful,2,0,0,merci,merci,mercy,JJ
8090,mercuries,1,0,0,mercuri,mercuri,mercury,NNP
8091,mercurius,1,0,0,mercuriu,mercurius,mercuri,NNP
8092,mercury,35,0,0,mercuri,mercuri,mercury,NNP
8093,mercy,3,0,0,merci,merci,mercy,NN
8094,mere,11,0,0,mere,mere,mer,JJ
8095,merely,10,0,0,mere,mere,mer,RB
8096,mergendo,1,0,0,mergendo,mergendo,mergendo,NN
8097,mergus,1,0,0,mergu,mergus,merg,NN
8098,meridian,1,0,0,meridian,meridian,merid,JJ
8099,meriones,1,0,0,merion,merion,mer,NNP
8100,merit,16,0,0,merit,merit,merit,NN
8101,merited,5,0,0,merit,merit,merit,VBD
8102,merits,6,0,0,merit,merit,merit,NNS
8103,mermerus,1,0,0,mermeru,mermerus,mermer,NNP
8104,mermessus,2,0,0,mermessu,mermessus,mermess,NNP
8105,merope,2,0,0,merop,merop,merop,NNP
8106,meropes,1,0,0,merop,merop,merop,NNS
8107,merops,3,0,0,merop,merop,merop,NNP
8108,merriment,1,0,0,merriment,merriment,merry,NN
8109,mersurum,1,0,0,mersurum,mersurum,mersur,NN
8110,meshes,1,0,0,mesh,mesh,mesh,NNS
8111,messapia,1,0,0,messapia,messapia,messap,NNP
8112,messapian,1,0,0,messapian,messapian,messap,JJ
8113,messapus,1,0,0,messapu,messapus,messap,NNP
8114,messene,2,0,0,messen,messen,mess,NNP
8115,messenger,7,0,0,messeng,messeng,messeng,NN
8116,messengers,1,0,0,messeng,messeng,messeng,NNS
8117,messenia,3,0,0,messenia,messenia,messen,NNP
8118,messeniaca,1,0,0,messeniaca,messeniaca,messeniac,NNP
8119,messenian,2,0,0,messenian,messenian,mess,JJ
8120,messina,1,0,0,messina,messina,messin,NNP
8121,met,20,0,0,met,met,met,VBD
8122,meta,2,0,0,meta,meta,met,NN
8123,metal,12,0,0,metal,metal,met,NN
8124,metals,5,0,0,metal,metal,met,NNS
8125,metamorphose,1,0,0,metamorphos,metamorphos,metamorphos,VB
8126,metamorphosed,2,0,0,metamorphos,metamorphos,metamorphos,VBN
8127,metamorphoses,8,0,0,metamorphos,metamorphos,metamorphos,NNS
8128,metamorphosis,2,0,0,metamorphosi,metamorphosi,metamorphos,NN
8129,metaneira,1,0,0,metaneira,metaneira,metaneir,NN
8130,metaphor,3,0,0,metaphor,metaphor,metaph,NN
8131,metaphorical,3,0,0,metaphor,metaphor,metaph,JJ
8132,metaphorically,1,0,0,metaphor,metaphor,metaph,RB
8133,metaphysical,1,0,0,metaphys,metaphys,metaphys,JJ
8134,metellus,1,0,0,metellu,metellus,metell,NNP
8135,metempsychosis,1,0,0,metempsychosi,metempsychosi,metempsychos,NNP
8136,methion,1,0,0,methion,methion,meth,NNP
8137,method,15,0,0,method,method,method,NN
8138,methods,3,0,0,method,method,method,NNS
8139,methymna,1,0,0,methymna,methymna,methymn,NNP
8140,methymnæan,1,0,0,methymnæan,methymnæan,methymnæ,NNP
8141,metra,4,0,0,metra,metra,metr,NNP
8142,mettle,1,0,0,mettl,mettl,mettl,NN
8143,metu,1,0,0,metu,metu,metu,NN
8144,metæ,1,0,0,metæ,metæ,metæ,NN
8145,mezentius,1,0,0,mezentiu,mezentius,mezenti,NNP
8146,mice,2,0,0,mice,mice,mic,NN
8147,micylus,1,0,0,micylu,micylus,micyl,NNP
8148,mid,7,0,0,mid,mid,mid,JJ
8149,midas,17,0,0,mida,mida,mida,NNP
8150,midday,2,0,0,midday,midday,midday,JJ
8151,middle,91,0,0,middl,middl,middl,NN
8152,middlemost,1,0,0,middlemost,middlemost,middlemost,NN
8153,midnight,4,0,0,midnight,midnight,midnight,NN
8154,midriff,2,0,0,midriff,midriff,midriff,NN
8155,midst,60,0,0,midst,midst,midst,NN
8156,midsummer,1,0,0,midsumm,midsumm,midsum,NNP
8157,midway,1,0,0,midway,midway,midway,RB
8158,midwinter,1,0,0,midwint,midwint,midwint,NN
8159,might,162,0,0,might,might,might,MD
8160,mightst,5,0,0,mightst,mightst,mightst,NN
8161,mighty,32,0,0,mighti,mighti,mighty,NN
8162,migrated,1,0,0,migrat,migrat,migr,VBN
8163,mihi,1,0,0,mihi,mihi,mih,NN
8164,mild,4,0,0,mild,mild,mild,JJ
8165,milder,1,0,0,milder,milder,mild,NN
8166,mildest,1,0,0,mildest,mildest,mildest,RBS
8167,miles,2,0,0,mile,mile,mil,NNS
8168,miletus,8,0,0,miletu,miletus,milet,NNP
8169,military,1,0,0,militari,militari,milit,JJ
8170,milk,19,0,0,milk,milk,milk,NN
8171,milky,4,0,0,milki,milki,milky,NNP
8172,million,1,0,0,million,million,mil,CD
8173,millstone,2,0,0,millston,millston,millston,NN
8174,milo,2,0,0,milo,milo,milo,NNP
8175,miltiades,1,0,0,miltiad,miltiad,miltiad,NNP
8176,milton,1,0,0,milton,milton,milton,NNP
8177,mimas,1,0,0,mima,mima,mima,NNP
8178,mimics,1,0,0,mimic,mimic,mim,VBZ
8179,min,1,0,0,min,min,min,NN
8180,mind,97,0,0,mind,mind,mind,NN
8181,mindful,12,0,0,mind,mind,mind,JJ
8182,minds,16,0,0,mind,mind,mind,NNS
8183,mine,29,0,0,mine,mine,min,NN
8184,mineral,1,0,0,miner,miner,min,NN
8185,minerva,60,0,0,minerva,minerva,minerv,NNP
8186,mines,9,0,0,mine,mine,min,NNS
8187,mingle,2,0,0,mingl,mingl,mingl,VB
8188,mingled,24,0,0,mingl,mingl,mingl,VBN
8189,mingles,7,0,0,mingl,mingl,mingl,VBZ
8190,mingling,2,0,0,mingl,mingl,mingl,VBG
8191,minister,6,0,0,minist,minist,min,NN
8192,ministrantem,1,0,0,ministrantem,ministrantem,ministrantem,NN
8193,minor,20,0,0,minor,minor,min,NNP
8194,minorca,2,0,0,minorca,minorca,minorc,NNP
8195,minorum,1,0,0,minorum,minorum,minor,NN
8196,minos,54,0,0,mino,mino,mino,NNP
8197,minotaur,3,0,0,minotaur,minotaur,minota,NNP
8198,mint,3,0,0,mint,mint,mint,NN
8199,minturnæ,1,0,0,minturnæ,minturnæ,minturnæ,NNP
8200,minute,4,0,0,minut,minut,minut,NN
8201,minyas,9,0,0,minya,minya,minya,NNP
8202,minyæ,6,0,0,minyæ,minyæ,minyæ,NNP
8203,miracle,2,0,0,miracl,miracl,mirac,NN
8204,miracles,3,0,0,miracl,miracl,mirac,NNS
8205,miraculous,3,0,0,miracul,miracul,mirac,JJ
8206,mirror,4,0,0,mirror,mirror,mir,NN
8207,mirrors,3,0,0,mirror,mirror,mir,NNS
8208,mirth,1,0,0,mirth,mirth,mir,NNP
8209,miscarried,1,0,0,miscarri,miscarri,miscarry,VBD
8210,mischief,5,0,0,mischief,mischief,mischief,NN
8211,mischievous,1,0,0,mischiev,mischiev,mischiev,JJ
8212,miscreant,2,0,0,miscreant,miscreant,miscr,NN
8213,misdeeds,1,0,0,misde,misde,misdee,NNS
8214,misenum,1,0,0,misenum,misenum,misen,NNP
8215,misenus,1,0,0,misenu,misenus,misen,NNP
8216,miserabile,1,0,0,miserabil,miserabil,mis,NN
8217,miserable,4,0,0,miser,miser,mis,JJ
8218,miseram,1,0,0,miseram,miseram,miseram,NN
8219,miseri,1,0,0,miseri,miseri,miser,NN
8220,miseries,1,0,0,miseri,miseri,misery,NNS
8221,misery,11,0,0,miseri,miseri,misery,NN
8222,misfortune,24,0,0,misfortun,misfortun,misfortun,NN
8223,misfortunes,23,0,0,misfortun,misfortun,misfortun,NNS
8224,mishap,1,0,0,mishap,mishap,mishap,NN
8225,mishaps,1,0,0,mishap,mishap,mishap,NNS
8226,misma,1,0,0,misma,misma,mism,NNP
8227,misprint,1,0,0,misprint,misprint,misprint,NN
8228,miss,3,0,0,miss,miss,miss,NN
8229,missile,1,0,0,missil,missil,missil,NN
8230,missing,1,0,0,miss,miss,miss,VBG
8231,mist,1,0,0,mist,mist,mist,NN
8232,mistake,10,0,0,mistak,mistak,mistak,NN
8233,mistaken,3,0,0,mistaken,mistaken,mistak,VBN
8234,mistaking,1,0,0,mistak,mistak,mistak,VBG
8235,mistook,1,0,0,mistook,mistook,mistook,VBD
8236,mistress,33,0,0,mistress,mistress,mistress,NN
8237,mistresses,3,0,0,mistress,mistress,mistress,NNS
8238,mistrusting,1,0,0,mistrust,mistrust,mistrust,NNP
8239,mists,2,0,0,mist,mist,mist,NNS
8240,mithridates,2,0,0,mithrid,mithrid,mithrid,NNP
8241,mitigate,1,0,0,mitig,mitig,mitig,VB
8242,mitigated,1,0,0,mitig,mitig,mitig,VBN
8243,mitra,2,0,0,mitra,mitra,mitr,NN
8244,mitrâ,1,0,0,mitrâ,mitrâ,mitrâ,NN
8245,mixed,18,0,0,mix,mix,mix,JJ
8246,mixes,1,0,0,mix,mix,mix,VBD
8247,mixing,2,0,0,mix,mix,mix,VBG
8248,mixta,1,0,0,mixta,mixta,mixt,NN
8249,mixture,3,0,0,mixtur,mixtur,mixt,NN
8250,mnaseas,1,0,0,mnasea,mnasea,mnasea,NNP
8251,mnemonian,2,0,0,mnemonian,mnemonian,mnemon,JJ
8252,mnemonides,1,0,0,mnemonid,mnemonid,mnemonid,NNP
8253,mnemosyne,2,0,0,mnemosyn,mnemosyn,mnemosyn,NNP
8254,moaning,1,0,0,moan,moan,moan,NN
8255,moans,1,0,0,moan,moan,moan,NNS
8256,mocking,1,0,0,mock,mock,mock,VBG
8257,mode,15,0,0,mode,mode,mod,NN
8258,moderate,5,0,0,moder,moder,mod,JJ
8259,moderation,3,0,0,moder,moder,mod,NN
8260,modern,17,0,0,modern,modern,modern,JJ
8261,moderns,2,0,0,modern,modern,modern,NNS
8262,modes,1,0,0,mode,mode,mod,NNS
8263,modest,1,0,0,modest,modest,modest,JJ
8264,modesty,9,0,0,modesti,modesti,modesty,NN
8265,modified,1,0,0,modifi,modifi,mod,JJ
8266,moist,8,0,0,moist,moist,moist,NN
8267,moistened,5,0,0,moisten,moisten,moist,VBN
8268,moistens,2,0,0,moisten,moisten,moist,VBZ
8269,moisture,11,0,0,moistur,moistur,moist,NN
8270,molarian,3,0,0,molarian,molarian,mol,JJ
8271,molaris,1,0,0,molari,molari,mol,NNP
8272,molas,1,0,0,mola,mola,mola,NNP
8273,mole,2,0,0,mole,mole,mol,NN
8274,molestation,1,0,0,molest,molest,molest,NN
8275,molested,1,0,0,molest,molest,molest,VBD
8276,mollified,1,0,0,mollifi,mollifi,moll,VBN
8277,molossi,3,0,0,molossi,molossi,moloss,NNP
8278,molossian,2,0,0,molossian,molossian,moloss,JJ
8279,molossians,3,0,0,molossian,molossian,moloss,NNPS
8280,molossus,1,0,0,molossu,molossus,moloss,NNP
8281,molpeus,2,0,0,molpeu,molpeus,molpe,NNP
8282,moly,2,0,0,moli,moli,moly,NN
8283,moment,46,0,0,moment,moment,mom,NN
8284,moments,3,0,0,moment,moment,mom,NNS
8285,monarch,5,0,0,monarch,monarch,monarch,NN
8286,monarchs,1,0,0,monarch,monarch,monarch,NNS
8287,money,6,0,0,money,money,money,NN
8288,monile,1,0,0,monil,monil,monil,NN
8289,monilia,1,0,0,monilia,monilia,monil,NNS
8290,monkeys,2,0,0,monkey,monkey,monkey,NNS
8291,monster,52,0,0,monster,monster,monst,NN
8292,monsterbreeding,1,0,0,monsterbreed,monsterbreed,monsterbree,JJ
8293,monsters,14,0,0,monster,monster,monst,NNS
8294,monstrosity,1,0,0,monstros,monstros,monstros,NN
8295,monstrous,9,0,0,monstrou,monstrous,monst,JJ
8296,monte,2,0,0,mont,mont,mont,NNP
8297,month,5,0,0,month,month,mon,NN
8298,months,10,0,0,month,month,month,NNS
8299,monument,1,0,0,monument,monument,monu,NN
8300,monuments,1,0,0,monument,monument,monu,NNS
8301,monychus,1,0,0,monychu,monychus,monych,NNP
8302,moon,43,0,0,moon,moon,moon,NNP
8303,moored,1,0,0,moor,moor,moor,VBN
8304,mopsopian,2,0,0,mopsopian,mopsopian,mopsop,JJ
8305,mopsopus,1,0,0,mopsopu,mopsopus,mopsop,NNP
8306,mopsus,6,0,0,mopsu,mopsus,mops,NNP
8307,mor,2,0,0,mor,mor,mor,NNP
8308,mora,1,0,0,mora,mora,mor,NN
8309,moral,5,0,0,moral,moral,mor,JJ
8310,morass,1,0,0,morass,morass,morass,NN
8311,more,361,0,1,more,more,mor,RBR
8312,moreover,4,0,0,moreov,moreov,moreov,RB
8313,morer,1,0,0,morer,morer,mor,NN
8314,morgan,1,0,0,morgan,morgan,morg,NNP
8315,morn,6,0,0,morn,morn,morn,NN
8316,morning,23,0,0,morn,morn,morn,NN
8317,morpheus,6,0,0,morpheu,morpheus,morphe,NNP
8318,morrow,1,0,0,morrow,morrow,morrow,NN
8319,morsels,1,0,0,morsel,morsel,morsel,NNS
8320,mortal,29,0,0,mortal,mortal,mort,JJ
8321,mortale,1,0,0,mortal,mortal,mort,NN
8322,mortality,4,0,0,mortal,mortal,mort,NN
8323,mortally,1,0,0,mortal,mortal,mort,RB
8324,mortals,21,0,0,mortal,mortal,mort,NNS
8325,mortification,2,0,0,mortif,mortif,mort,NN
8326,mortified,1,0,0,mortifi,mortifi,mort,VBD
8327,moses,5,0,0,mose,mose,mos,NNP
8328,moss,2,0,0,moss,moss,moss,NN
8329,most,201,0,1,most,most,most,RBS
8330,mostly,3,0,0,mostli,most,most,RB
8331,moth,3,0,0,moth,moth,moth,NN
8332,mother,252,0,0,mother,mother,moth,NN
8333,motherinlaw,2,0,0,motherinlaw,motherinlaw,motherinlaw,NN
8334,mothers,8,0,0,mother,mother,moth,NNS
8335,motion,18,0,0,motion,motion,mot,NN
8336,motionless,1,0,0,motionless,motionless,motionless,NN
8337,moulded,2,0,0,mould,mould,mould,JJ
8338,moulds,2,0,0,mould,mould,mould,NNS
8339,mound,3,0,0,mound,mound,mound,NN
8340,mount,59,0,0,mount,mount,mount,NNP
8341,mountain,110,0,0,mountain,mountain,mountain,NN
8342,mountainous,6,0,0,mountain,mountain,mountain,JJ
8343,mountains,61,0,0,mountain,mountain,mountain,NNS
8344,mounted,7,0,0,mount,mount,mount,VBN
8345,mounting,3,0,0,mount,mount,mount,VBG
8346,mounts,3,0,0,mount,mount,mount,NNS
8347,mourn,9,0,0,mourn,mourn,mourn,VB
8348,mourned,7,0,0,mourn,mourn,mourn,VBN
8349,mourners,1,0,0,mourner,mourner,mourn,NNS
8350,mournful,17,0,0,mourn,mourn,mourn,JJ
8351,mournfully,1,0,0,mourn,mourn,mourn,RB
8352,mourning,12,0,0,mourn,mourn,mourn,NN
8353,mouse,1,0,0,mous,mous,mous,NN
8354,mouth,98,0,0,mouth,mouth,mou,NN
8355,mouths,14,0,0,mouth,mouth,mouth,NNS
8356,move,20,0,0,move,move,mov,VB
8357,moved,45,0,0,move,move,mov,VBN
8358,movement,3,0,0,movement,movement,mov,NN
8359,movements,1,0,0,movement,movement,mov,NNS
8360,moves,15,0,0,move,move,mov,VBZ
8361,moveth,1,0,0,moveth,moveth,move,VBZ
8362,moving,19,0,0,move,move,mov,VBG
8363,mowed,2,0,0,mow,mow,mow,JJ
8364,mower,1,0,0,mower,mower,mow,JJR
8365,mowing,1,0,0,mow,mow,mow,VBG
8366,mr,4,0,0,mr,mr,mr,NNP
8367,mss,2,0,0,mss,mss,mss,NNP
8368,much,166,0,0,much,much,much,JJ
8369,muchloved,2,0,0,muchlov,muchlov,muchlov,JJ
8370,mud,9,0,0,mud,mud,mud,NN
8371,muddied,1,0,0,muddi,muddi,muddy,VBN
8372,muddy,5,0,0,muddi,muddi,muddy,JJ
8373,mulberries,1,0,0,mulberri,mulberri,mulberry,NNS
8374,mulberry,2,0,0,mulberri,mulberri,mulberry,NN
8375,mulcebat,1,0,0,mulcebat,mulcebat,mulceb,NN
8376,mulciber,3,0,0,mulcib,mulcib,mulcib,NNP
8377,muller,1,0,0,muller,muller,mul,NNP
8378,multi,1,0,0,multi,multi,mult,NN
8379,multiplied,1,0,0,multipli,multipli,multiply,VBD
8380,multis,1,0,0,multi,multi,mult,NNP
8381,multitude,22,0,0,multitud,multitud,multitud,NN
8382,multitudes,2,0,0,multitud,multitud,multitud,NNS
8383,mummies,1,0,0,mummi,mummi,mummy,NNS
8384,mummius,1,0,0,mummiu,mummius,mummi,NNP
8385,munere,1,0,0,muner,muner,mun,RB
8386,munychia,2,0,0,munychia,munychia,munych,NNP
8387,munychius,1,0,0,munychiu,munychius,munychi,NNP
8388,munychus,1,0,0,munychu,munychus,munych,NNP
8389,murder,16,0,0,murder,murder,murd,NN
8390,murdered,9,0,0,murder,murder,murd,VBN
8391,murderer,1,0,0,murder,murder,murd,NN
8392,murdering,2,0,0,murder,murder,murd,VBG
8393,murders,2,0,0,murder,murder,murd,NNS
8394,murex,5,0,0,murex,murex,murex,NN
8395,murmur,6,0,0,murmur,murmur,murm,NN
8396,murmured,1,0,0,murmur,murmur,murm,VBN
8397,murmuring,6,0,0,murmur,murmur,murm,NN
8398,murmurs,7,0,0,murmur,murmur,murm,NNS
8399,muscle,1,0,0,muscl,muscl,musc,NN
8400,muscles,3,0,0,muscl,muscl,musc,NNS
8401,muscular,2,0,0,muscular,muscular,muscul,JJ
8402,muse,7,0,0,muse,muse,mus,NNP
8403,muses,26,0,0,muse,muse,mus,NNP
8404,museum,1,0,0,museum,museum,muse,NN
8405,mushrooms,2,0,0,mushroom,mushroom,mushroom,NNS
8406,music,13,0,0,music,music,mus,NN
8407,musical,3,0,0,music,music,mus,JJ
8408,musician,3,0,0,musician,musician,mus,NN
8409,must,68,0,0,must,must,must,MD
8410,musæus,1,0,0,musæu,musæus,musæ,NNP
8411,mute,1,0,0,mute,mute,mut,NN
8412,mutilated,4,0,0,mutil,mutil,mutil,VBN
8413,mutilating,1,0,0,mutil,mutil,mutil,VBG
8414,mutina,1,0,0,mutina,mutina,mutin,NNP
8415,muttered,1,0,0,mutter,mutter,mut,VBD
8416,muttering,1,0,0,mutter,mutter,mut,NN
8417,mutterings,1,0,0,mutter,mutter,mut,NNS
8418,mutters,1,0,0,mutter,mutter,mut,VBZ
8419,mutual,3,0,0,mutual,mutual,mut,JJ
8420,mutually,2,0,0,mutual,mutual,mut,RB
8421,my,944,0,1,my,my,my,PRP$
8422,mycale,2,0,0,mycal,mycal,myc,NNP
8423,mycenian,1,0,0,mycenian,mycenian,myc,NNP
8424,mycenæ,9,0,0,mycenæ,mycenæ,mycenæ,NNP
8425,mycon,1,0,0,mycon,mycon,mycon,NNP
8426,myconos,1,0,0,mycono,mycono,mycono,NNP
8427,mygdonia,1,0,0,mygdonia,mygdonia,mygdon,NNP
8428,mygdonian,2,0,0,mygdonian,mygdonian,mygdon,JJ
8429,myla,1,0,0,myla,myla,myl,NNP
